í•˜ìš¸ë§;2/16/12
About Cherry;2/14/12
Il Ã©tait une fois, une fois;2/14/12
This Means War;2/14/12
Shadow Dancer;2/12/12
Cesare deve morire;2/11/12
Dragon Age: Dawn of the Seeker;2/11/12
LOL;2/10/12
I Am Bruce Lee;2/9/12
Safe House;2/9/12
Love Never Dies;2/8/12
The Vow;2/5/12
A Little Bit Zombie;2/3/12
PromociÃ³n Fantasma;2/3/12
Big Miracle;2/2/12
Chronicle;2/1/12
Loosies;2/1/12
O Som ao Redor;2/1/12
The Woman in Black;2/1/12
John Mulaney: New In Town;1/31/12
The Sleeper;1/31/12
When the Lights Went Out;1/31/12
Dracula 3D;1/29/12
The Pregnancy Project;1/28/12
One for the Money;1/26/12
John Dies at the End;1/23/12
My Brother the Devil;1/22/12
Shut Up and Play the Hits;1/22/12
28 Hotel Rooms;1/21/12
Black Rock;1/21/12
Bones Brigade: An Autobiography;1/21/12
The Invisible War;1/20/12
We Are Legion: The Story of the Hacktivists;1/20/12
Journey 2: The Mysterious Island;1/19/12
Red Tails;1/19/12
Underworld: Awakening;1/19/12
Haywire;1/18/12
2-Headed Shark Attack;1/17/12
The Scorpion King 3 : Battle for Redemption;1/17/12
Rogue River;1/16/12
Frenemies;1/13/12
Joyful Noise;1/13/12
Man on a Ledge;1/13/12
Tangled Ever After;1/13/12
Contraband;1/12/12
The Outback;1/12/12
Goon;1/6/12
The Devil Inside;1/6/12
Une vie meilleure;1/3/12
Transit;1/2/12
Cousin Ben Troop Screening;1/1/12
Curfew;1/1/12
Daddy's Little Girl;1/1/12
Hungry For Change;1/1/12
Marina AbramoviÄ‡: The Artist Is Present;1/1/12
Outpost: Black Sun;1/1/12
Rosewood Lane;1/1/12
Save the Date;1/1/12
So Undercover;1/1/12
The Legend of Mor'du;1/1/12
Treasure Island;1/1/12
World Without End;1/1/12
The Iron Lady;12/30/11
Hostel: Part III;12/27/11
Pariah;12/27/11
The Amityville Haunting;12/27/11
The Darkest Hour;12/25/11
War Horse;12/25/11
Extremely Loud & Incredibly Close;12/24/11
Pixie Hollow Games;12/24/11
In the Land of Blood and Honey;12/23/11
We Bought a Zoo;12/22/11
Albert Nobbs;12/21/11
Black Gold;12/21/11
Sand Sharks;12/20/11
The Pill;12/16/11
Young Adult;12/16/11
Alvin and the Chipmunks: Chipwrecked;12/14/11
Steve Jobs: Billion Dollar Hippy;12/14/11
The Girl with the Dragon Tattoo;12/14/11
The Grey;12/11/11
Bag of Bones;12/10/11
Ghost Rider: Spirit of Vengeance;12/10/11
Louis C.K.: Live at the Beacon Theater;12/10/11
Rampart;12/10/11
I Melt with You;12/9/11
Catch .44;12/8/11
New Year's Eve;12/8/11
Puss in Boots: The Three Diablos;12/8/11
Mission: Impossible - Ghost Protocol;12/7/11
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer;12/5/11
Prep & Landing: Naughty vs. Nice;12/5/11
A Princess for Christmas;12/3/11
Neverland;12/3/11
A Warrior's Heart;12/2/11
Good Luck Charlie, It's Christmas!;12/2/11
The Innkeepers;12/1/11
The Lady;11/30/11
A Holiday Engagement;11/28/11
The Best Exotic Marigold Hotel;11/28/11
Adele - Live at the Royal Albert Hall;11/27/11
Desperately Seeking Santa;11/27/11
The Smurfs: A Christmas Carol;11/26/11
Take Shelter;11/25/11
Ice Age: A Mammoth Christmas;11/24/11
5 Broken Cameras;11/23/11
Hideaways;11/23/11
Nova Zembla;11/23/11
Small Fry;11/23/11
Carjacked;11/22/11
Hugo;11/22/11
Sherlock Holmes: A Game of Shadows;11/22/11
The Muppets;11/22/11
Lady Gaga - Presents The Monster Ball Tour at Madison Square Garden;11/21/11
Woody Allen: A Documentary;11/20/11
Donald Glover: Weirdo;11/19/11
Another Happy Day;11/18/11
Happy Feet Two;11/17/11
Dreams of a Life;11/16/11
La femme du VÃ¨me;11/16/11
Les Neiges du Kilimandjaro;11/16/11
Scrat's Continental Crack-Up: Part 2;11/16/11
Assassin's Creed: Embers;11/15/11
Book of Dragons;11/15/11
Dragons: Gift of the Night Fury;11/15/11
Guns, Girls and Gambling;11/14/11
Nuit Blanche;11/14/11
A Christmas Kiss;11/12/11
11/11/11;11/11/11
Geek Charming;11/11/11
Into the Abyss;11/11/11
Jack and Jill;11/11/11
Immortals;11/10/11
J. Edgar;11/9/11
Beethoven's Christmas Adventure;11/8/11
A Very Harold & Kumar Christmas;11/4/11
Setup;11/4/11
The Son of No One;11/4/11
In the Name of the King 2: Two Worlds;11/3/11
Steve Jobs: One Last Thing;11/2/11
The Other F Word;11/2/11
Tower Heist;11/2/11
October Baby;10/30/11
The Good Witch's Family;10/29/11
Zombie Apocalypse;10/29/11
Like Crazy;10/28/11
Puss in Boots;10/28/11
In Time;10/27/11
The Double;10/27/11
Faces in the Crowd;10/25/11
Dawn of the Dragonslayer;10/24/11
Cassadaga;10/22/11
Enter Nowhere;10/22/11
Being Elmo: A Puppeteer's Journey;10/21/11
Beneath the Darkness;10/21/11
Martha Marcy May Marlene;10/21/11
The Reunion;10/21/11
Wild Bill;10/21/11
Paranormal Activity 3;10/19/11
DC Showcase: Catwoman;10/18/11
Hellraiser: Revelations;10/18/11
The Howling: Reborn;10/18/11
My Week with Marilyn;10/17/11
Wrong Turn 4: Bloody Beginnings;10/17/11
96 Minutes;10/14/11
A Few Best Men;10/14/11
Albatross;10/14/11
Chillerama;10/14/11
Division III: Football's Finest;10/14/11
Hetjur Valhallar - ÃžÃ³r;10/14/11
Juan de los Muertos;10/14/11
Retreat;10/14/11
Texas Killing Fields;10/14/11
The Big Year;10/14/11
The Woman;10/14/11
Trespass;10/14/11
The Rum Diary;10/13/11
The Thing;10/12/11
Arena;10/11/11
CafÃ©;10/11/11
Emergo;10/11/11
H2O Just Add Water - The Movie;10/10/11
Paradise Lost 3: Purgatory;10/10/11
6 Days to Air: The Making of South Park;10/9/11
Une bouteille Ã  la mer;10/8/11
Tyrannosaur;10/7/11
Footloose;10/6/11
George Harrison: Living in the Material World;10/5/11
Shame;10/2/11
Cherry;10/1/11
This Must Be the Place;10/1/11
50/50;9/30/11
A Dangerous Method;9/30/11
Baciato dalla fortuna;9/30/11
Courageous;9/30/11
Dream House;9/30/11
Inbred;9/30/11
Margaret;9/30/11
The Pool Boys;9/30/11
What's Your Number?;9/30/11
Margin Call;9/28/11
Real Steel;9/28/11
We Need to Talk About Kevin;9/28/11
Batman: Year One;9/27/11
The Phantom of the Opera at the Royal Albert Hall;9/27/11
The Bling Ring;9/26/11
Julia X;9/24/11
The Ides of March;9/24/11
Dolphin Tale;9/23/11
Killer Elite;9/23/11
Machine Gun Preacher;9/23/11
Mardi Gras: Spring Break;9/23/11
Puncture;9/23/11
Abduction;9/22/11
Manborg;9/22/11
Moneyball;9/22/11
Weekend;9/22/11
ChromeSkull: Laid to Rest 2;9/20/11
Fastest;9/20/11
L'Apollonide : Souvenirs de la Maison Close;9/20/11
La Nouvelle Guerre des boutons;9/20/11
Pearl Jam: Twenty;9/20/11
Spooky Buddies;9/20/11
Suburban Knights;9/20/11
Le Skylab;9/19/11
Carnage;9/16/11
Episode 50;9/16/11
I Don't Know How She Does It;9/16/11
Restless;9/16/11
Samsara;9/16/11
Straw Dogs;9/16/11
Tinker Tailor Soldier Spy;9/16/11
You Instead;9/16/11
Johnny English Reborn;9/15/11
JÃ¤garna 2;9/15/11
The Day;9/15/11
Violet & Daisy;9/15/11
Alyce Kills;9/14/11
Freerunner;9/14/11
Jeff, Who Lives at Home;9/13/11
Never Back Down 2: The Beatdown;9/13/11
10 Years;9/12/11
Intruders;9/12/11
La Guerre Des Boutons;9/12/11
Marvel One-Shot: The Consultant;9/12/11
First Position;9/11/11
The Deep Blue Sea;9/11/11
Your Sister's Sister;9/11/11
Burning Man;9/10/11
Hick;9/10/11
Killer Joe;9/10/11
Salmon Fishing in the Yemen;9/10/11
Twixt;9/10/11
You're Next;9/10/11
Bucky Larson: Born to Be a Star;9/9/11
Friends with Kids;9/9/11
God Bless America;9/9/11
Grave Encounters;9/9/11
Kevin Hart: Laugh at My Pain;9/9/11
The Descendants;9/9/11
The Oranges;9/9/11
Urbanized;9/9/11
Warrior;9/9/11
We Were Here;9/9/11
Contagion;9/8/11
Girl Model;9/8/11
The Art of Flight;9/8/11
Trishna;9/8/11
4:44 Last Day on Earth;9/7/11
PrÃ©sumÃ© coupable;9/7/11
The Entitled;9/6/11
The Moth Diaries;9/6/11
A Cinderella Story: Once Upon a Song;9/5/11
Dark Horse;9/5/11
Wuthering Heights;9/5/11
Butter;9/3/11
A Good Old Fashioned Orgy;9/2/11
In Darkness;9/2/11
Kill List;9/2/11
Seeking Justice;9/2/11
Shark Night;9/2/11
247Â°F;9/1/11
Bunraku;9/1/11
W.E.;9/1/11
Blackthorn;8/31/11
The Three Musketeers;8/31/11
Page Eight;8/28/11
Panic Button;8/27/11
Our Idiot Brother;8/26/11
Suing The Devil;8/26/11
The Caller;8/26/11
Vile;8/25/11
What A Man;8/25/11
A Haunting in Salem;8/23/11
Portal: No Escape;8/23/11
Tom and Jerry & The Wizard of Oz;8/23/11
Flypaper;8/19/11
Griff the Invisible;8/19/11
Red State;8/19/11
The Inbetweeners Movie;8/19/11
Fright Night;8/18/11
Spy Kids: All the Time in the World;8/18/11
Conan the Barbarian;8/17/11
Les bien-aimÃ©s;8/17/11
The Awakening;8/17/11
Doomsday Prophecy;8/13/11
Final Destination 5;8/12/11
30 Minutes or Less;8/11/11
Barbie: Princess Charm School;8/11/11
Dear Santa;8/11/11
Glee: The Concert Movie;8/11/11
Tactical Force;8/9/11
Teen Spirit;8/7/11
Phineas and Ferb the Movie: Across the 2nd Dimension;8/5/11
The Change-Up;8/5/11
The Legend of Awesomest Maximus;8/5/11
Air Mater;8/4/11
Hodejegerne;8/4/11
Red Dog;8/4/11
Jackass 3.5;8/3/11
Rise of the Planet of the Apes;8/3/11
Hollow;7/31/11
Cowboys & Aliens;7/29/11
Crazy, Stupid, Love.;7/29/11
Horrid Henry: The Movie;7/29/11
The Smurfs;7/29/11
Assassination Games;7/28/11
Colombiana;7/27/11
There's Something Wrong with Aunt Diane;7/25/11
Another Earth;7/22/11
Captain America: The First Avenger;7/22/11
Poolboy - Drowning Out the Fury;7/22/11
The Captains;7/22/11
Friends with Benefits;7/21/11
Apollo 18;7/20/11
House of the Rising Sun;7/19/11
One Life;7/19/11
Magic Beyond Words: The JK Rowling Story;7/18/11
Cyberbully;7/16/11
Lucky;7/15/11
Salvation Boulevard;7/15/11
Snow Flower and the Secret Fan;7/15/11
Fase 7;7/13/11
A Fairly Odd Movie: Grow Up, Timmy Turner!;7/9/11
Chillar Party;7/8/11
Horrible Bosses;7/8/11
Project Nim;7/8/11
The Devil's Rock;7/8/11
Harry Potter and the Deathly Hallows: Part 2;7/7/11
The Guard;7/7/11
Zookeeper;7/6/11
Barbie: A Perfect Christmas;7/1/11
Eating Out: Drama Camp;7/1/11
Monte Carlo;7/1/11
Terri;7/1/11
Larry Crowne;6/30/11
The River Murders;6/30/11
Transformers: Dark of the Moon;6/28/11
2012: Ice Age;6/27/11
Swamp Shark;6/25/11
A Better Life;6/24/11
Conan O'Brien Can't Stop;6/24/11
Hawaiian Vacation;6/24/11
Honey 2;6/23/11
eCupid;6/23/11
Private Romeo;6/20/11
L!fe Happens;6/18/11
Mr. Popper's Penguins;6/17/11
The Art of Getting By;6/17/11
Green Lantern;6/16/11
Quarantine 2: Terminal;6/16/11
Don't Let Him In;6/12/11
Cars 2;6/11/11
Jiro Dreams of Sushi;6/11/11
Cell 213;6/10/11
Sleeping Beauty;6/10/11
August;6/9/11
Super 8;6/8/11
Blue Crush 2;6/7/11
Love's Kitchen;6/7/11
Bobby Fischer Against the World;6/6/11
Hysteria;6/6/11
Memorial Day;6/6/11
The Decoy Bride;6/6/11
Red Faction: Origins;6/4/11
Good Neighbours;6/3/11
Love, Wedding, Marriage;6/3/11
The Maker;6/1/11
The Hangover Part II;5/25/11
X-Men: First Class;5/24/11
Too Big to Fail;5/22/11
Blitz;5/20/11
Age of Heroes;5/19/11
The Tunnel;5/19/11
The Tree of Life;5/18/11
Elephant White;5/17/11
Bad Teacher;5/16/11
Snowtown;5/16/11
Thor - Tales of Asgard;5/16/11
The Artist;5/15/11
Attack the Block;5/12/11
Midnight in Paris;5/11/11
Pirates of the Caribbean: On Stranger Tides;5/11/11
Cougars, Inc.;5/10/11
La guerre est dÃ©clarÃ©e;5/10/11
Forks Over Knives;5/6/11
Hobo with a Shotgun;5/6/11
Jumping the Broom;5/6/11
Passion Play;5/6/11
The Ledge;5/6/11
Priest;5/5/11
Something Borrowed;5/5/11
The Ouija Experiment;5/5/11
Death of a Superhero;5/4/11
Megan is Missing;5/1/11
DeadHeads;4/29/11
Hoodwinked Too! Hood VS. Evil;4/29/11
Page One: Inside the New York Times;4/29/11
Prom;4/29/11
The Speed of Thought;4/29/11
The Veteran;4/29/11
Bridesmaids;4/28/11
Elle: A Modern Cinderella Tale;4/26/11
Sacrifice;4/26/11
Sniper: Reloaded;4/26/11
Blood Out;4/25/11
Detachment;4/24/11
Bully;4/23/11
Madea's Big Happy Family;4/22/11
TT3D: Closer to the Edge;4/22/11
Talking Funny;4/22/11
The Greatest Movie Ever Sold;4/22/11
Hidden 3D;4/21/11
Thor;4/21/11
Fast Five;4/20/11
La Fille du puisatier;4/19/11
Sharpay's Fabulous Adventure;4/19/11
Street Kings 2: Motor City;4/19/11
Burn Notice: The Fall of Sam Axe;4/17/11
Bellflower;4/16/11
Lemonade Mouth;4/15/11
5 Days of War;4/14/11
Atlas Shrugged Part I;4/14/11
Some Guy Who Kills People;4/14/11
The Ballad of Nessie;4/13/11
Touchback;4/13/11
Winnie the Pooh;4/13/11
Scream 4;4/11/11
My Future Boyfriend;4/10/11
A Lonely Place to Die;4/9/11
Green Lantern: Emerald Knights;4/9/11
Happy;4/9/11
è³½å¾·å…‹Â·å·´èŠ (ä¸Š)  å¤ªé™½æ——;4/9/11
Arthur;4/8/11
Soul Surfer;4/8/11
Your Highness;4/8/11
Hanna;4/7/11
Foo Fighters: Back and Forth;4/5/11
Rio;4/3/11
You May Not Kiss the Bride;4/3/11
The Hit List;4/2/11
Cat Run;4/1/11
Judas Kiss;4/1/11
Killing Bono;4/1/11
That's What I Am;4/1/11
Trust;4/1/11
Hop;3/30/11
Source Code;3/30/11
Happiness Is a Warm Blanket, Charlie Brown;3/29/11
Kill Bill: The Whole Bloody Affair;3/28/11
Mildred Pierce;3/27/11
Scream of the Banshee;3/26/11
Diary of a Wimpy Kid: Rodrick Rules;3/25/11
The Suite Life Movie;3/25/11
There Be Dragons;3/25/11
Wake Wood;3/25/11
Sucker Punch;3/24/11
Age of the Dragons;3/21/11
Blinkyâ„¢;3/21/11
Born To Race;3/19/11
Christopher and His Kind;3/19/11
Anuvahood;3/18/11
Salvando al Soldado Perez;3/18/11
Submarine;3/18/11
The Music Never Stopped;3/18/11
Win Win;3/18/11
The Lincoln Lawyer;3/17/11
Detention;3/16/11
The Twilight Saga: Breaking Dawn - Part 1;3/15/11
Water for Elephants;3/15/11
TRON: The Next Day;3/14/11
The Divide;3/13/11
Undefeated;3/13/11
Jane Eyre;3/11/11
Red Riding Hood;3/11/11
Battle of Los Angeles;3/10/11
Kill the Irishman;3/10/11
Mars Needs Moms;3/9/11
Battle: Los Angeles;3/8/11
Limitless;3/8/11
Girl Walks Into a Bar;3/7/11
Wonders of the Universe;3/6/11
All Things Fall Apart;3/5/11
Take Me Home Tonight;3/4/11
Absentia;3/3/11
Ironclad;3/3/11
The Adjustment Bureau;3/3/11
One Day;3/2/11
Rango;3/2/11
Take Me Home;3/2/11
Barbie: A Fairy Secret;3/1/11
S.W.A.T.: Firefight;3/1/11
Evidence;2/28/11
51;2/26/11
Hall Pass;2/25/11
Little Deaths;2/25/11
Megamind: The Button Of Doom;2/25/11
Drive Angry;2/24/11
Pina;2/24/11
All Star Superman;2/22/11
Arthur Christmas;2/22/11
Toi, moi, les autres;2/22/11
Amanda Knox: Murder on Trial in Italy;2/21/11
I Am Number Four;2/18/11
Big Mommas: Like Father, Like Son;2/16/11
Unknown;2/16/11
Largo Winch II;2/15/11
The Future;2/15/11
Coriolanus;2/14/11
Paul;2/14/11
The Sunset Limited;2/12/11
Cedar Rapids;2/11/11
I Am;2/11/11
Justin Bieber: Never Say Never;2/11/11
The Beaver;2/11/11
The Chaperone;2/11/11
The Devil's Double;2/11/11
Foster;2/10/11
Just Go With It;2/10/11
The Resident;2/10/11
The Eagle;2/8/11
The Roommate;2/4/11
A Little Bit of Heaven;2/3/11
Sanctum;2/3/11
Chalet Girl;2/2/11
Love;2/2/11
Rundskop;2/2/11
Beverly Hills Chihuahua 2;2/1/11
The Fantastic Flying Books of Mr Morris Lessmore;1/30/11
Fertile Ground;1/28/11
From Prada to Nada;1/28/11
Husk;1/28/11
Seconds Apart;1/28/11
The Rite;1/28/11
The Task;1/28/11
Life in a Day;1/27/11
Perfect Sense;1/24/11
Thin Ice;1/24/11
Little Birds;1/23/11
Mean Girls 2;1/23/11
Sound of My Voice;1/22/11
These Amazing Shadows;1/22/11
Beastly;1/21/11
Dhobi Ghat;1/21/11
Silent House;1/21/11
Miss Representation;1/20/11
Xin shao lin si;1/20/11
Choose;1/17/11
The Big Bang;1/17/11
Zeitgeist: Moving Forward;1/15/11
Gnomeo & Juliet;1/13/11
The Dilemma;1/13/11
The Mechanic;1/13/11
No Strings Attached;1/12/11
Poupoupidou;1/12/11
The Green Hornet;1/12/11
Drive;1/10/11
Season of the Witch;1/7/11
United;1/2/11
Barely Legal;1/1/11
Elevator;1/1/11
La luna;1/1/11
Monster Brawl;1/1/11
Recoil;1/1/11
The Good Doctor;1/1/11
The Witches of Oz;1/1/11
Dead Space: Aftermath;12/31/10
X;12/31/10
Toast;12/30/10
Across the Line: The Exodus of Charlie Wright;12/28/10
Blue Valentine;12/27/10
Doctor Who: A Christmas Carol;12/25/10
Gulliver's Travels;12/25/10
Scrat's Continental Crack-Up;12/25/10
Sound of Noise;12/25/10
Country Strong;12/22/10
True Grit;12/22/10
Little Fockers;12/21/10
Mega Shark vs. Crocosaurus;12/21/10
Montevideo, Bog te video!;12/19/10
Robot Chicken: Star Wars Episode III;12/19/10
Balada triste de trompeta;12/17/10
How Do You Know;12/17/10
The Fighter;12/17/10
Kongen av BastÃ¸y;12/16/10
Rabbit Hole;12/16/10
Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢;12/16/10
Minions: Banana;12/13/10
Minions: Home Makeover;12/13/10
Minions: Orientation Day;12/13/10
WikiRebels: The Documentary;12/12/10
Yogi Bear;12/11/10
TRON: Legacy;12/10/10
The Tempest;12/10/10
Ultramarines: A Warhammer 40,000 Movie;12/10/10
The Tourist;12/8/10
Donkey's Christmas Shrektacular;12/7/10
Inception: The Cobol Job;12/7/10
Prep & Landing Stocking Stuffer: Operation: Secret Santa;12/7/10
Sundays at Tiffany's;12/6/10
Wrecked;12/4/10
All Good Things;12/3/10
Beyond the Black Rainbow;12/3/10
Black Swan;12/2/10
The Warrior's Way;12/2/10
Game of Death;11/27/10
Break Ke Baad;11/26/10
Kung Fu Panda Holiday;11/26/10
Li Xiao Long;11/25/10
Firebreather;11/24/10
Tangled;11/24/10
The Nutcracker: The Untold Story;11/24/10
2010: Moby Dick;11/23/10
Burlesque;11/23/10
Faster;11/23/10
Love & Other Drugs;11/22/10
Chico & Rita;11/19/10
The Next Three Days;11/18/10
Avalon High;11/12/10
Into Eternity;11/12/10
Tiny Furniture;11/12/10
Skyline;11/11/10
London Boulevard;11/10/10
Superman/Shazam!: The Return of Black Adam;11/9/10
Don't Be Afraid of the Dark;11/6/10
Hunt to Kill;11/6/10
127 Hours;11/5/10
Action Replayy;11/5/10
Another Year;11/5/10
BloodRayne: The Third Reich;11/5/10
For Colored Girls;11/5/10
Red Hill;11/5/10
Due Date;11/4/10
Unstoppable;11/4/10
Sint;10/31/10
Burke & Hare;10/29/10
Te presento a Laura;10/29/10
Welcome to the Rileys;10/29/10
Megamind;10/28/10
Scared Shrekless;10/28/10
Il reste du jambon ?;10/27/10
Barney's Version;10/26/10
Dylan Dog: Dead of Night;10/26/10
Family Guy Presents: It's a Trap!;10/22/10
The Boy Who Cried Werewolf;10/22/10
Saw 3D;10/21/10
The Company Men;10/21/10
Paranormal Activity 2;10/20/10
Bo Burnham: Words, Words, Words;10/19/10
Territories;10/19/10
Mirrors 2;10/18/10
Harry Potter and the Deathly Hallows: Part 1;10/17/10
Milf;10/17/10
Atrocious;10/15/10
DMT: The Spirit Molecule;10/15/10
Everything Must Go;10/15/10
Hereafter;10/15/10
Jackass 3D;10/15/10
Legend of the BoneKnapper Dragon;10/15/10
Scooby-Doo! Curse of the Lake Monster;10/15/10
The Shrine;10/14/10
RED;10/13/10
The Search for Santa Paws;10/12/10
Altitude;10/10/10
Stomp the Yard 2: Homecoming;10/10/10
The Clinic;10/10/10
Ceremony;10/8/10
Inside Job;10/8/10
Life as We Know It;10/8/10
My Soul to Take;10/8/10
NEDs;10/8/10
Oranges and Sunshine;10/8/10
Red White & Blue;10/8/10
Mr. Nice;10/7/10
Senna;10/7/10
Stone;10/7/10
An Invisible Sign;10/6/10
Captifs;10/6/10
The Rig;10/5/10
30 Days of Night: Dark Days;10/4/10
Les MisÃ©rables in Concert - The 25th Anniversary;10/3/10
Life Cycles;10/2/10
Chain Letter;10/1/10
Freakonomics;10/1/10
Let Me In;10/1/10
Tabloid;10/1/10
The Frankenstein Syndrome;10/1/10
The Traveler;10/1/10
Sintel;9/30/10
Stake Land;9/30/10
The Social Network;9/30/10
DC Showcase: Green Arrow;9/28/10
Superman/Batman: Apocalypse;9/28/10
Sharktopus;9/25/10
Buried;9/24/10
Nude Nuns With Big Guns;9/24/10
Strapped;9/24/10
Waiting for 'Superman';9/24/10
You Again;9/24/10
Jack Goes Boating;9/23/10
Mother's Day;9/23/10
Opeth: In Live Concert At The Royal Albert Hall;9/21/10
Bill Burr: Let It Go;9/18/10
FRED: The Movie;9/18/10
Catfish;9/17/10
Casino Jack;9/16/10
Never Let Me Go;9/15/10
Peep World;9/15/10
The Bang Bang Club;9/15/10
The Town;9/15/10
A Horrible Way to Die;9/14/10
Barbie: A Fashion Fairytale;9/14/10
Scooby-Doo! Camp Scare;9/14/10
Sinners and Saints;9/14/10
Brighton Rock;9/13/10
Insidious;9/13/10
The Ward;9/13/10
The Whistleblower;9/13/10
Beautiful Boy;9/12/10
Dirty Girl;9/12/10
Beginners;9/11/10
Conviction;9/11/10
Made in Dagenham;9/11/10
Vanishing on 7th Street;9/11/10
Cave of Forgotten Dreams;9/10/10
Daydream Nation;9/10/10
Easy A;9/10/10
I'm Still Here;9/10/10
The Conspirator;9/10/10
The Romantics;9/10/10
The Way;9/10/10
Legendary;9/9/10
Resident Evil: Afterlife;9/9/10
Super;9/9/10
F;9/7/10
Essential Killing;9/6/10
The King's Speech;9/6/10
Meek's Cutoff;9/5/10
Prowl;9/4/10
The First Grader;9/4/10
Happy People: A Year in the Taiga;9/3/10
Somewhere;9/3/10
The Chosen One;9/3/10
Wall Street: Money Never Sleeps;9/2/10
Going the Distance;9/1/10
Machete;9/1/10
Parked;9/1/10
Submarino;9/1/10
The Trip;9/1/10
The American;8/31/10
The Dead;8/30/10
Inhale;8/27/10
The Last Exorcism;8/27/10
Hatchet II;8/26/10
Howl;8/26/10
HÃ¦vnen;8/26/10
Takers;8/26/10
Abandoned;8/24/10
Arthur 3: la guerre des deux mondes;8/22/10
Kaboom;8/22/10
Devil's Playground;8/21/10
Lake Placid 3;8/21/10
Shank;8/21/10
The Human Centipede 2 (Full Sequence);8/21/10
Lottery Ticket;8/20/10
Piranha 3D;8/20/10
Secretariat;8/20/10
What if...;8/20/10
Vampires Suck;8/18/10
Listen to Your Heart;8/14/10
The Chronicles of Narnia: The Voyage of the Dawn Treader;8/13/10
Tinker Bell and the Great Fairy Rescue;8/13/10
à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸;8/12/10
Boy Wonder;8/11/10
Chatroom;8/11/10
Chun sing gai bei;8/11/10
Scott Pilgrim vs. the Animation;8/10/10
Tomorrow, When the War Began;8/8/10
Titanic II;8/7/10
Flipped;8/6/10
The Other Guys;8/6/10
Step Up 3D;8/4/10
The Presence;8/4/10
Sammy's avonturen: De geheime doorgang;8/3/10
The Expendables;8/3/10
The Extra Man;8/1/10
The Making of The Walking Dead;7/31/10
Cats & Dogs 2 : The Revenge of Kitty Galore;7/30/10
Dinner for Schmucks;7/30/10
Get Low;7/30/10
Once Upon a Time in Mumbaai;7/30/10
Twelve;7/30/10
ê³ ì‚¬ ë‘ ë²ˆì§¸ ì´ì•¼ê¸°: êµìƒì‹¤ìŠµ;7/28/10
Batman: Under the Red Hood;7/27/10
Cheerleader Camp;7/27/10
DC Showcase: Jonah Hex;7/27/10
Scott Pilgrim vs. the World;7/27/10
Slow Torture Puke Chamber;7/27/10
Ramona and Beezus;7/23/10
The Pillars of the Earth;7/23/10
A Little Help;7/22/10
Salt;7/21/10
Double Wedding;7/20/10
Kevin Hart: Seriously Funny;7/20/10
Operation: Endgame;7/20/10
The Client List;7/19/10
Revenge of the Bridesmaids;7/18/10
Bereavement;7/16/10
The Experiment;7/15/10
Womb;7/15/10
Inception;7/14/10
The Sorcerer's Apprentice;7/13/10
Legend of the Guardians: The Owls of Ga'Hoole;7/10/10
Rubber;7/9/10
The Kids Are All Right;7/9/10
Winnebago Man;7/9/10
Despicable Me;7/8/10
It's Kind of a Funny Story;7/6/10
Alien vs. Ninja;7/3/10
Predators;7/3/10
The Perfect Host;7/1/10
The Last Airbender;6/30/10
Rush: Beyond the Lighted Stage;6/29/10
16 Wishes;6/25/10
Restrepo;6/25/10
Grown Ups;6/24/10
Bloomington;6/23/10
The Twilight Saga: Eclipse;6/23/10
Les 7 jours du talion;6/22/10
The Two Escobars;6/22/10
Cyrus;6/18/10
Jonah Hex;6/18/10
Monsters;6/18/10
Day & Night;6/17/10
I Spit on Your Grave;6/17/10
Wild Target;6/17/10
Toy Story 3;6/16/10
í¬í™” ì†ìœ¼ë¡œ;6/16/10
Knight and Day;6/15/10
The Tortured;6/15/10
Unthinkable;6/14/10
Winter's Bone;6/11/10
Gun;6/10/10
Shanghai;6/10/10
The A-Team;6/10/10
The Karate Kid;6/10/10
Tick Tock Tale;6/10/10
BearCity;6/8/10
Mortal Kombat: Rebirth;6/8/10
The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;6/8/10
Black Death;6/7/10
Camp Rock 2: The Final Jam;6/6/10
Freshman Father;6/5/10
Get Him to the Greek;6/4/10
Killers;6/4/10
Marmaduke;6/4/10
Animal Kingdom;6/3/10
High School;6/3/10
4.3.2.1;6/2/10
Third Star;6/1/10
Arctic Blast;5/30/10
Going Postal;5/30/10
Road Train;5/28/10
Sex and the City 2;5/26/10
Space Chimps 2: Zartog Strikes Back;5/26/10
The Tree;5/23/10
You Will Meet a Tall Dark Stranger;5/23/10
As Melhores Coisas do Mundo;5/22/10
Undisputed III: Redemption;5/22/10
Holy Rollers;5/21/10
Kites;5/21/10
MacGruber;5/21/10
Fair Game;5/20/10
Carlos;5/19/10
Prince of Persia: The Sands of Time;5/19/10
StreetDance 3D;5/19/10
AÃ±o bisiesto;5/17/10
Frankie & Alice;5/17/10
The Myth of the American Sleepover;5/17/10
Shrek Forever After;5/16/10
The Pacific;5/16/10
The Reef;5/15/10
Just Wright;5/14/10
